readership_id,user_id,user_name,email,gender,country_code,company,user_guest,article_id,visit_date,visit_date_timestamp,visit_duration,author_id,serie_id
471,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,225,2/17/2017,3/3/2017 11:10,107,22,6
1501,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,144,7/31/2017,2/19/2017 17:46,108,18,17
462,49,Fernanda,fbullarar@amazonaws.com,Female,FR,Goyette,FALSE,173,1/3/2017,2/4/2017 18:23,109,32,36
1196,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,182,5/5/2017,7/9/2017 12:41,110,32,46
487,73,Alejandro,akerrod7q@arizona.edu,Male,FR,Toy LLC,TRUE,167,1/13/2017,3/12/2017 10:52,111,24,24
1679,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,223,2/17/2017,2/12/2017 18:01,112,22,6
1255,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,165,5/10/2017,3/13/2017 8:46,112,24,24
1589,43,Nicol,nbowheyrr@dedecms.com,Female,GB,Rippin-Osinski,TRUE,224,4/11/2017,8/18/2017 15:25,113,22,6
445,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,134,3/6/2017,7/19/2017 9:12,113,15,17
162,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,125,2/9/2017,2/23/2017 1:06,114,15,17
865,40,Chelsy,cberanfe@cyberchimps.com,Female,SE,Casper and Jerde,TRUE,156,4/2/2017,8/3/2017 3:05,115,24,24
1646,100,Roy,reydene7@altervista.org,Male,DE,Waelchi and Johnson,TRUE,183,8/24/2017,7/8/2017 23:42,116,45,46
373,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,226,6/24/2017,1/8/2017 14:09,117,22,6
1925,70,Antonella,aattowg8@businesswire.com,Female,FR,Mayer-Yundt,FALSE,169,6/23/2017,7/29/2017 10:23,119,32,24
1875,19,Willard,wtayntonkj@sogou.com,Male,SE,Mayer-Yundt,TRUE,158,6/9/2017,2/10/2017 4:36,121,24,24
1005,78,Bernadette,boscanlonp1@unc.edu,Female,FR,Grimes Inc,TRUE,168,3/21/2017,1/29/2017 15:33,121,24,24
612,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,125,3/12/2017,7/9/2017 13:54,121,15,17
1033,3,Antonie,agoodlake8n@zdnet.com,Female,FR,Schoen-Marks,FALSE,178,3/20/2017,7/7/2017 1:26,123,32,36
146,43,Nicol,nbowheyrr@dedecms.com,Female,GB,Rippin-Osinski,TRUE,208,5/24/2017,2/10/2017 19:12,124,36,9
1046,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,190,7/3/2017,6/21/2017 18:21,126,45,46
969,40,Chelsy,cberanfe@cyberchimps.com,Female,SE,Casper and Jerde,TRUE,175,4/26/2017,4/22/2017 17:24,126,32,36
1178,43,Nicol,nbowheyrr@dedecms.com,Female,GB,Rippin-Osinski,TRUE,141,1/11/2017,6/29/2017 1:45,127,18,17
998,70,Antonella,aattowg8@businesswire.com,Female,FR,Mayer-Yundt,FALSE,222,6/21/2017,5/17/2017 19:50,128,22,6
444,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,167,8/28/2017,3/24/2017 10:13,129,24,24
1800,49,Fernanda,fbullarar@amazonaws.com,Female,FR,Goyette,FALSE,132,1/27/2017,5/6/2017 14:02,131,15,17
318,8,Angel,asidnell9m@networkadvertising.org,Female,IT,Green and Sons,TRUE,160,6/23/2017,1/9/2017 10:15,132,24,24
229,19,Willard,wtayntonkj@sogou.com,Male,SE,Mayer-Yundt,TRUE,141,3/14/2017,2/12/2017 17:02,134,18,17
1189,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,128,4/28/2017,5/5/2017 4:07,135,15,17
577,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,228,7/28/2017,3/18/2017 8:17,135,22,6
323,12,Carrissa,ccruwysn7@icio.us,Female,SE,Rippin-Osinski,TRUE,199,7/22/2017,2/28/2017 4:01,136,45,46
300,94,Sherri,skeillohmm@wikipedia.org,Female,DE,Toy LLC,TRUE,143,7/10/2017,4/27/2017 9:07,136,18,17
1609,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,173,6/3/2017,8/2/2017 18:49,137,32,36
1322,84,Aksel,atitmankb@webeden.co.uk,Male,US,Berge,FALSE,219,4/20/2017,6/4/2017 5:39,137,22,6
65,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,129,3/29/2017,6/15/2017 12:30,137,15,17
620,2,Antonin,akinlockk2@cbsnews.com,Male,SE,Toy LLC,TRUE,153,5/15/2017,7/19/2017 9:34,138,24,17
1286,49,Fernanda,fbullarar@amazonaws.com,Female,FR,Goyette,FALSE,133,4/22/2017,8/22/2017 12:17,139,15,17
192,89,Mada,mmacpake90@amazon.co.uk,Female,GB,Casper and Jerde,FALSE,223,3/21/2017,2/10/2017 23:16,139,22,6
1364,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,137,3/8/2017,7/8/2017 11:20,140,18,17
600,84,Aksel,atitmankb@webeden.co.uk,Male,US,Berge,FALSE,128,4/23/2017,6/11/2017 1:52,140,15,17
1879,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,178,1/4/2017,3/6/2017 3:01,141,32,36
324,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,180,7/28/2017,5/2/2017 16:14,141,32,36
1699,49,Fernanda,fbullarar@amazonaws.com,Female,FR,Goyette,FALSE,185,5/8/2017,3/9/2017 6:05,142,45,46
715,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,201,6/30/2017,2/1/2017 0:46,142,36,9
953,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,177,3/5/2017,6/1/2017 10:42,145,32,36
1744,94,Sherri,skeillohmm@wikipedia.org,Female,DE,Toy LLC,TRUE,154,4/27/2017,5/30/2017 18:49,146,24,17
147,43,Nicol,nbowheyrr@dedecms.com,Female,GB,Rippin-Osinski,TRUE,143,4/24/2017,6/2/2017 5:06,150,18,17
1572,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,143,1/19/2017,3/17/2017 1:07,151,18,17
298,91,Dorthy,dmattson2i@desdev.cn,Female,US,Casper and Jerde,FALSE,229,1/14/2017,6/11/2017 19:37,151,22,6
588,73,Alejandro,akerrod7q@arizona.edu,Male,FR,Toy LLC,TRUE,180,8/21/2017,1/26/2017 8:38,153,32,36
1127,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,211,6/9/2017,5/19/2017 15:15,156,36,9
897,73,Alejandro,akerrod7q@arizona.edu,Male,FR,Toy LLC,TRUE,159,2/17/2017,6/1/2017 19:41,157,24,24
543,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,221,2/4/2017,1/4/2017 22:02,159,22,6
1604,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,162,8/24/2017,6/14/2017 8:17,160,24,24
1399,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,140,7/2/2017,4/1/2017 1:36,160,18,17
417,5,Lilian,lfinesy@imdb.com,Female,IT,Rippin-Osinski,TRUE,140,2/3/2017,5/14/2017 1:51,161,18,17
899,73,Alejandro,akerrod7q@arizona.edu,Male,FR,Toy LLC,TRUE,132,3/30/2017,1/5/2017 2:12,162,15,17
1341,2,Antonin,akinlockk2@cbsnews.com,Male,SE,Toy LLC,TRUE,157,1/10/2017,1/4/2017 16:39,163,24,24
1078,46,Reagan,rsortonla@oracle.com,Male,FR,Casper and Jerde,FALSE,167,8/24/2017,5/8/2017 15:29,167,24,24
515,0,Aurlie,aocrottyku@sbwire.com,Female,FI,Mayer-Yundt,TRUE,163,5/17/2017,8/14/2017 15:27,167,24,24
175,70,Antonella,aattowg8@businesswire.com,Female,FR,Mayer-Yundt,FALSE,228,7/5/2017,5/31/2017 14:56,167,22,6
1350,8,Angel,asidnell9m@networkadvertising.org,Female,IT,Green and Sons,TRUE,131,5/13/2017,1/17/2017 6:58,168,15,17
1561,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,152,1/30/2017,6/17/2017 19:04,169,24,17
769,46,Reagan,rsortonla@oracle.com,Male,FR,Casper and Jerde,FALSE,188,7/18/2017,2/20/2017 15:52,169,45,46
1202,67,Patrice,pemes4p@discuz.net,Male,US,Mayer-Yundt,FALSE,195,7/3/2017,5/28/2017 18:07,170,45,46
1880,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,154,4/5/2017,7/30/2017 11:49,172,24,17
957,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,150,4/25/2017,1/2/2017 16:18,172,18,17
244,38,Daniel,dselveyqs@sbwire.com,Male,NO,Schoen-Marks,TRUE,216,1/2/2017,3/27/2017 2:51,172,22,9
1570,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,185,1/31/2017,8/3/2017 14:02,175,45,46
1437,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,216,3/3/2017,6/9/2017 18:57,175,22,9
1469,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,153,1/4/2017,2/8/2017 19:13,176,24,17
1642,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,138,1/7/2017,1/14/2017 1:55,178,18,17
267,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,135,4/7/2017,8/26/2017 8:28,178,18,17
1922,67,Patrice,pemes4p@discuz.net,Male,US,Mayer-Yundt,FALSE,215,2/24/2017,6/21/2017 16:23,179,36,9
1763,12,Carrissa,ccruwysn7@icio.us,Female,SE,Rippin-Osinski,TRUE,201,2/24/2017,5/21/2017 2:11,181,36,9
674,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,152,1/13/2017,1/2/2017 6:32,181,24,17
55,52,Albertine,aberrisford7z@house.gov,Female,IT,Rath-Zulauf,TRUE,128,1/19/2017,8/23/2017 8:10,184,15,17
918,94,Sherri,skeillohmm@wikipedia.org,Female,DE,Toy LLC,TRUE,124,3/11/2017,7/7/2017 1:57,185,15,17
1781,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,201,8/24/2017,6/26/2017 22:35,188,36,9
948,19,Willard,wtayntonkj@sogou.com,Male,SE,Mayer-Yundt,TRUE,184,6/20/2017,1/5/2017 0:07,189,45,46
1109,78,Bernadette,boscanlonp1@unc.edu,Female,FR,Grimes Inc,TRUE,185,2/9/2017,4/26/2017 4:23,192,45,46
977,49,Fernanda,fbullarar@amazonaws.com,Female,FR,Goyette,FALSE,217,3/19/2017,3/12/2017 15:58,192,22,9
513,100,Roy,reydene7@altervista.org,Male,DE,Waelchi and Johnson,TRUE,135,2/11/2017,3/1/2017 15:37,195,18,17
1728,78,Bernadette,boscanlonp1@unc.edu,Female,FR,Grimes Inc,TRUE,148,7/27/2017,2/1/2017 9:13,196,18,17
1194,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,145,1/27/2017,3/17/2017 21:21,198,18,17
1998,40,Chelsy,cberanfe@cyberchimps.com,Female,SE,Casper and Jerde,TRUE,191,2/12/2017,2/16/2017 4:51,199,45,46
1806,52,Albertine,aberrisford7z@house.gov,Female,IT,Rath-Zulauf,TRUE,157,7/4/2017,6/2/2017 1:22,201,24,24
330,19,Willard,wtayntonkj@sogou.com,Male,SE,Mayer-Yundt,TRUE,223,6/1/2017,7/28/2017 9:49,201,22,6
135,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,170,3/31/2017,2/8/2017 20:02,201,32,24
1531,89,Mada,mmacpake90@amazon.co.uk,Female,GB,Casper and Jerde,FALSE,164,5/6/2017,8/24/2017 19:59,202,24,24
1938,84,Aksel,atitmankb@webeden.co.uk,Male,US,Berge,FALSE,214,3/30/2017,2/25/2017 18:23,204,36,9
641,19,Willard,wtayntonkj@sogou.com,Male,SE,Mayer-Yundt,TRUE,228,8/19/2017,2/28/2017 6:40,204,22,6
1107,76,Adriano,amartijn4y@digg.com,Male,NO,Mayer-Yundt,FALSE,201,8/25/2017,2/4/2017 1:43,207,36,9
921,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,208,8/6/2017,2/11/2017 22:02,209,36,9
159,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,145,2/7/2017,4/27/2017 11:48,209,18,17
1953,97,Andrea,ablucher5j@youtube.com,Male,NO,Collier and Stiedemann,TRUE,153,8/15/2017,3/25/2017 15:37,210,24,17
1615,70,Antonella,aattowg8@businesswire.com,Female,FR,Mayer-Yundt,FALSE,189,3/3/2017,4/21/2017 8:05,210,45,46
348,38,Daniel,dselveyqs@sbwire.com,Male,NO,Schoen-Marks,TRUE,179,5/1/2017,3/2/2017 10:15,210,32,36
107,4,Aluin,agreenroyd3@github.com,Male,DK,Nordea,TRUE,130,1/29/2017,7/22/2017 4:53,210,15,17
781,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,171,3/11/2017,3/10/2017 11:11,211,32,36
375,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,161,8/28/2017,6/22/2017 18:47,211,24,24
1015,87,Cornelius,cbrodnecke38@wisc.edu,Male,SE,Rippin-Osinski,FALSE,206,7/7/2017,8/9/2017 4:21,215,36,9
78,78,Bernadette,boscanlonp1@unc.edu,Female,FR,Grimes Inc,TRUE,144,2/16/2017,2/25/2017 1:51,215,18,17
809,87,Cornelius,cbrodnecke38@wisc.edu,Male,SE,Rippin-Osinski,FALSE,218,5/17/2017,4/28/2017 17:25,217,22,9
1115,84,Aksel,atitmankb@webeden.co.uk,Male,US,Berge,FALSE,160,3/9/2017,8/4/2017 17:30,218,24,24
791,70,Antonella,aattowg8@businesswire.com,Female,FR,Mayer-Yundt,FALSE,144,2/22/2017,2/4/2017 6:08,218,18,17
598,81,Wendie,wbaudyn3@hatena.ne.jp,Female,DK,Waelchi and Johnson,TRUE,219,3/19/2017,2/10/2017 21:54,221,22,6
1947,91,Dorthy,dmattson2i@desdev.cn,Female,US,Casper and Jerde,FALSE,202,8/18/2017,2/14/2017 14:10,222,36,9
625,7,Addi,aausherbm@nsw.gov.au,Female,SE,Nordea,FALSE,231,4/26/2017,3/10/2017 17:25,222,22,6
532,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,213,7/25/2017,8/8/2017 4:13,222,36,9
480,67,Patrice,pemes4p@discuz.net,Male,US,Mayer-Yundt,FALSE,138,3/21/2017,7/30/2017 21:37,222,18,17
1137,4,Aluin,agreenroyd3@github.com,Male,DK,Nordea,TRUE,203,4/16/2017,3/14/2017 12:26,223,36,9
1706,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,156,4/2/2017,6/27/2017 2:52,224,24,24
1148,15,Melitta,mnottiqz@upenn.edu,Female,FI,Nordea,FALSE,147,8/5/2017,8/30/2017 10:14,225,18,17
779,56,Annalise,acrawshayme@about.com,Female,DK,Nordea,FALSE,205,4/16/2017,8/5/2017 5:04,225,36,9
241,34,Gwendolin,gmelwall4m@360.cn,Female,FR,Grimes Inc,TRUE,196,1/19/2017,4/22/2017 6:31,225,45,46
879,52,Albertine,aberrisford7z@house.gov,Female,IT,Rath-Zulauf,TRUE,144,8/20/2017,7/25/2017 22:51,227,18,17
1507,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,146,7/2/2017,1/18/2017 22:39,228,18,17
238,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,161,1/10/2017,4/16/2017 18:20,228,24,24
237,31,Catherin,cbrunnlp@deliciousdays.com,Female,SE,Nordea,FALSE,140,2/18/2017,8/14/2017 2:46,229,18,17
1496,52,Albertine,aberrisford7z@house.gov,Female,IT,Rath-Zulauf,TRUE,152,5/8/2017,7/30/2017 6:12,231,24,17
1716,67,Patrice,pemes4p@discuz.net,Male,US,Mayer-Yundt,FALSE,138,1/14/2017,3/21/2017 1:30,232,18,17
529,12,Carrissa,ccruwysn7@icio.us,Female,SE,Rippin-Osinski,TRUE,173,8/16/2017,6/18/2017 0:20,236,32,36
1958,1,Adolf,aordelteb@bloglovin.com,Male,SE,Schuster,TRUE,184,8/25/2017,7/19/2017 18:36,237,45,46
1159,24,Adria,aespinayqe@baidu.com,Female,FR,Schoen-Marks,FALSE,203,2/21/2017,3/20/2017 16:53,237,36,9
579,63,Florence,fkeetchb5@instagram.com,Female,US,Goyette,TRUE,205,5/29/2017,6/7/2017 14:36,238,36,9
132,27,Darcy,dhancornqh@storify.com,Male,NO,Green and Sons,TRUE,170,7/17/2017,5/29/2017 5:02,238,32,24
1554,8,Angel,asidnell9m@networkadvertising.org,Female,IT,Green and Sons,TRUE,231,6/11/2017,8/19/2017 18:29,243,22,6
1179,46,Reagan,rsortonla@oracle.com,Male,FR,Casper and Jerde,FALSE,223,2/25/2017,1/28/2017 21:05,244,22,6
1138,5,Lilian,lfinesy@imdb.com,Female,IT,Rippin-Osinski,TRUE,193,6/26/2017,8/8/2017 6:34,244,45,46
678,60,Amberly,ajaineb2@ycombinator.com,Female,SE,Nordea,FALSE,183,8/10/2017,8/3/2017 2:34,244,45,46
